loan_reference,borrower_nrc,loan_product_name,amount,custom_interest_rate,application_date,loan_purpose,branch_name,loan_status,approval_date,amount_type,monthly_amount
JUTEM-00585,1000159/00/1,Business Micro Loan,2000.01,40.0,2024-02-01,Business,Lusaka,6,2024-02-01,,666.67
JUTEM-00586,1000159/00/1,Business Micro Loan,12000,42.0,2024-03-01,Business,Lusaka,5,2024-03-01,,2000
JUTEM-00587,1000160/00/1,Business Micro Loan,5000,25.0,2022-05-01,Business,Lusaka,6,2022-05-01,,5000
JUTEM-00588,1000160/00/1,Business Micro Loan,20000,35.0,2022-06-01,Business,Lusaka,6,2022-06-01,,10000
JUTEM-00589,1000160/00/1,Business Micro Loan,6000,35.0,2022-08-01,Business,Lusaka,6,2022-08-01,,3000
JUTEM-00590,1000160/00/1,Business Micro Loan,2500,25.0,2022-11-01,Business,Lusaka,6,2022-11-01,,2500
JUTEM-00591,1000160/00/1,Business Micro Loan,7000,25.0,2023-01-01,Business,Lusaka,6,2023-01-01,,7000
JUTEM-00592,1000160/00/1,Business Micro Loan,40000,35.0,2023-06-01,Business,Lusaka,6,2023-06-01,,20000
JUTEM-00593,1000160/00/1,Business Micro Loan,15000,19.0,2023-08-01,Business,Lusaka,6,2023-08-01,,15000
JUTEM-00594,1000160/00/1,Business Micro Loan,10000,11.0,2023-12-01,Business,Lusaka,6,2023-12-01,,10000
JUTEM-00595,1000160/00/1,Business Micro Loan,15000,18.0,2024-01-01,Business,Lusaka,6,2024-01-01,,15000
JUTEM-00596,1000160/00/1,Business Micro Loan,7000,18.0,2024-02-01,Business,Lusaka,6,2024-02-01,,7000
JUTEM-00597,1000161/00/1,Business Micro Loan,16666.67,40.0,2025-11-01,Business,Lusaka,6,2025-11-01,,16666.67
JUTEM-00598,1000161/00/1,Business Micro Loan,33333.33,40.0,2025-12-01,Business,Lusaka,6,2025-12-01,,33333.33
JUTEM-00599,1000161/00/1,Business Micro Loan,20000,18.0,2026-02-01,Business,Lusaka,6,2026-02-01,,20000
JUTEM-00600,1000161/00/1,Business Micro Loan,7000,8.0,2026-02-01,Business,Lusaka,6,2026-02-01,,7000
JUTEM-00601,1000162/00/1,Business Micro Loan,33000,25.0,2025-10-01,Business,Lusaka,6,2025-10-01,,33000
JUTEM-00602,1000162/00/1,Business Micro Loan,13000,14.0,2025-12-01,Business,Lusaka,6,2025-12-01,,13000
JUTEM-00603,1000162/00/1,Business Micro Loan,8000,10.0,2026-03-01,Business,Lusaka,5,2026-03-01,,8000
JUTEM-00604,1000163/00/1,Business Micro Loan,100000,25.0,2023-01-01,Business,Lusaka,6,2023-01-01,,100000
JUTEM-00605,1000164/00/1,Business Micro Loan,60000,30.0,2022-05-01,Business,Lusaka,6,2022-05-01,,60000
JUTEM-00606,1000165/00/1,Business Micro Loan,12000,22.0,2022-06-01,Business,Lusaka,6,2022-06-01,,12000
JUTEM-00607,1000165/00/1,Business Micro Loan,200000,24.0,2022-06-01,Business,Lusaka,6,2022-06-01,,200000
JUTEM-00608,1000165/00/1,Business Micro Loan,30000,23.0,2022-08-01,Business,Lusaka,6,2022-08-01,,30000
JUTEM-00609,1000165/00/1,Business Micro Loan,100000,45.0,2022-10-01,Business,Lusaka,6,2022-10-01,,100000
JUTEM-00610,1000165/00/1,Business Micro Loan,100000,25.0,2022-12-01,Business,Lusaka,6,2022-12-01,,100000
JUTEM-00611,1000166/00/1,Business Micro Loan,20000,36.0,2021-12-01,Business,Lusaka,6,2021-12-01,,10000
JUTEM-00612,1000166/00/1,Business Micro Loan,9200,13.0,2022-01-01,Business,Lusaka,6,2022-01-01,,9200
JUTEM-00613,1000167/00/1,Business Micro Loan,90000,19.0,2025-09-01,Business,Lusaka,6,2025-09-01,,90000
JUTEM-00614,1000168/00/1,Business Micro Loan,146000,25,2024-04-01,Business,Lusaka,6,2024-04-01,,146000
JUTEM-00615,1000169/00/1,Business Micro Loan,312488,11.0,2026-02-01,Business,Lusaka,5,2026-02-01,,312488
JUTEM-00616,1000170/00/1,Business Micro Loan,15000,20.0,2024-11-01,Business,Lusaka,6,2024-11-01,,15000
JUTEM-00617,1000171/00/1,Business Micro Loan,10000,10.0,2021-11-01,Business,Lusaka,6,2021-11-01,,10000
JUTEM-00618,1000171/00/1,Business Micro Loan,40000,25.0,2021-12-01,Business,Lusaka,6,2021-12-01,,20000
JUTEM-00619,1000171/00/1,Business Micro Loan,20000,12.0,2021-12-01,Business,Lusaka,6,2021-12-01,,10000
JUTEM-00620,1000171/00/1,Business Micro Loan,30000,16.0,2021-12-01,Business,Lusaka,6,2021-12-01,,30000
JUTEM-00621,1000171/00/1,Business Micro Loan,15000,20.0,2022-02-01,Business,Lusaka,6,2022-02-01,,15000
JUTEM-00622,1000171/00/1,Business Micro Loan,60000,20.0,2022-02-01,Business,Lusaka,6,2022-02-01,,20000
JUTEM-00623,1000172/00/1,Business Micro Loan,30000,17.0,2022-03-01,Business,Lusaka,6,2022-03-01,,30000
JUTEM-00624,1000171/00/1,Business Micro Loan,30000,17.0,2022-04-01,Business,Lusaka,6,2022-04-01,,30000
JUTEM-00625,1000171/00/1,Business Micro Loan,40000,17.0,2022-05-01,Business,Lusaka,6,2022-05-01,,40000
JUTEM-00626,1000171/00/1,Business Micro Loan,15000,10.0,2022-05-01,Business,Lusaka,6,2022-05-01,,15000
JUTEM-00627,1000171/00/1,Business Micro Loan,60000,16.0,2022-06-01,Business,Lusaka,6,2022-06-01,,30000
JUTEM-00628,1000171/00/1,Business Micro Loan,40000,13.0,2022-06-01,Business,Lusaka,6,2022-06-01,,20000
JUTEM-00629,1000171/00/1,Business Micro Loan,5000,11.0,2022-06-01,Business,Lusaka,6,2022-06-01,,5000
JUTEM-00630,1000171/00/1,Business Micro Loan,436363.6,71.91,2023-05-01,Business,Lusaka,5,2023-05-01,,54545.45
JUTEM-00631,1000171/00/1,Business Micro Loan,163636.35,71.91,2023-07-01,Business,Lusaka,6,2023-07-01,,54545.45
JUTEM-00632,1000171/00/1,Business Micro Loan,100000,25,2023-12-01,Business,Lusaka,6,2023-12-01,,100000
JUTEM-00633,1000171/00/1,Business Micro Loan,20000,7.0,2024-06-01,Business,Lusaka,6,2024-06-01,,20000
JUTEM-00634,1000171/00/1,Business Micro Loan,180000,25.0,2024-08-01,Business,Lusaka,6,2024-08-01,,90000
JUTEM-00635,1000171/00/1,Business Micro Loan,120000,10.0,2024-10-01,Business,Lusaka,6,2024-10-01,,120000
JUTEM-00636,1000173/00/1,Business Micro Loan,100000,25,2024-02-01,Business,Lusaka,6,2024-02-01,,100000
JUTEM-00637,1000174/00/1,Business Micro Loan,75000,16.0,2021-06-01,Business,Lusaka,6,2021-06-01,,75000
JUTEM-00638,1000174/00/1,Business Micro Loan,100000,20.0,2021-09-01,Business,Lusaka,6,2021-09-01,,100000
JUTEM-00639,1000174/00/1,Business Micro Loan,60000,18.0,2021-10-01,Business,Lusaka,6,2021-10-01,,60000
JUTEM-00640,1000174/00/1,Business Micro Loan,50000,22.0,2021-12-01,Business,Lusaka,6,2021-12-01,,50000
JUTEM-00641,1000174/00/1,Business Micro Loan,25000,10.0,2022-01-01,Business,Lusaka,6,2022-01-01,,25000
JUTEM-00642,1000174/00/1,Business Micro Loan,100000,12.0,2022-01-01,Business,Lusaka,6,2022-01-01,,100000
JUTEM-00643,1000174/00/1,Business Micro Loan,30000,12.0,2022-01-01,Business,Lusaka,6,2022-01-01,,30000
JUTEM-00644,1000174/00/1,Business Micro Loan,50000,12.0,2022-02-01,Business,Lusaka,6,2022-02-01,,50000
JUTEM-00645,1000174/00/1,Business Micro Loan,25000,10.0,2022-02-01,Business,Lusaka,6,2022-02-01,,25000
JUTEM-00646,1000174/00/1,Business Micro Loan,80000,10.0,2022-02-01,Business,Lusaka,6,2022-02-01,,80000
JUTEM-00647,1000174/00/1,Business Micro Loan,400000,17.0,2022-03-01,Business,Lusaka,6,2022-03-01,,100000
JUTEM-00648,1000174/00/1,Business Micro Loan,30000,17.0,2022-03-01,Business,Lusaka,6,2022-03-01,,30000
JUTEM-00649,1000174/00/1,Business Micro Loan,50000,15.0,2022-04-01,Business,Lusaka,6,2022-04-01,,50000
JUTEM-00650,1000174/00/1,Business Micro Loan,150000,12.0,2022-04-01,Business,Lusaka,6,2022-04-01,,50000
JUTEM-00651,1000174/00/1,Business Micro Loan,20000,15.0,2022-05-01,Business,Lusaka,6,2022-05-01,,20000
JUTEM-00652,1000174/00/1,Business Micro Loan,70000,11.0,2022-05-01,Business,Lusaka,6,2022-05-01,,70000
JUTEM-00653,1000174/00/1,Business Micro Loan,16000,11.0,2022-05-01,Business,Lusaka,6,2022-05-01,,16000
JUTEM-00654,1000174/00/1,Business Micro Loan,100000,15.0,2022-07-01,Business,Lusaka,6,2022-07-01,,50000
JUTEM-00655,1000174/00/1,Business Micro Loan,40000,16.0,2022-07-01,Business,Lusaka,6,2022-07-01,,40000
JUTEM-00656,1000174/00/1,Business Micro Loan,40000,13.5,2022-07-01,Business,Lusaka,6,2022-07-01,,40000
JUTEM-00657,1000174/00/1,Business Micro Loan,100000,13.0,2022-07-01,Business,Lusaka,6,2022-07-01,,50000
JUTEM-00658,1000174/00/1,Business Micro Loan,100000,13.0,2022-08-01,Business,Lusaka,6,2022-08-01,,100000
JUTEM-00659,1000174/00/1,Business Micro Loan,100000,15.0,2022-09-01,Business,Lusaka,6,2022-09-01,,100000
JUTEM-00660,1000174/00/1,Business Micro Loan,20000,5.0,2022-09-01,Business,Lusaka,6,2022-09-01,,20000
JUTEM-00661,1000174/00/1,Business Micro Loan,50000,19.0,2022-10-01,Business,Lusaka,6,2022-10-01,,50000
JUTEM-00662,1000174/00/1,Business Micro Loan,20000,19.0,2022-10-01,Business,Lusaka,6,2022-10-01,,20000
JUTEM-00663,1000174/00/1,Business Micro Loan,250000,17.0,2022-11-01,Business,Lusaka,6,2022-11-01,,250000
JUTEM-00664,1000174/00/1,Business Micro Loan,100000,15.0,2022-11-01,Business,Lusaka,6,2022-11-01,,50000
JUTEM-00665,1000174/00/1,Business Micro Loan,60000,15.0,2022-12-01,Business,Lusaka,6,2022-12-01,,60000
JUTEM-00666,1000174/00/1,Business Micro Loan,200000,15.0,2022-12-01,Business,Lusaka,6,2022-12-01,,200000
JUTEM-00667,1000174/00/1,Business Micro Loan,25000,19.0,2023-01-01,Business,Lusaka,6,2023-01-01,,25000
JUTEM-00668,1000174/00/1,Business Micro Loan,350000,15.0,2023-08-01,Business,Lusaka,6,2023-08-01,,350000
JUTEM-00669,1000174/00/1,Business Micro Loan,400000,15.0,2023-09-01,Business,Lusaka,6,2023-09-01,,400000
JUTEM-00670,1000174/00/1,Business Micro Loan,500000,17.0,2023-11-01,Business,Lusaka,6,2023-11-01,,500000
JUTEM-00671,1000174/00/1,Business Micro Loan,150000,15.0,2023-12-01,Business,Lusaka,6,2023-12-01,,150000
JUTEM-00672,1000174/00/1,Business Micro Loan,200000,14.0,2024-02-01,Business,Lusaka,6,2024-02-01,,200000
JUTEM-00673,1000174/00/1,Business Micro Loan,100000,16.0,2024-02-01,Business,Lusaka,6,2024-02-01,,100000
JUTEM-00674,1000174/00/1,Business Micro Loan,200000,20.0,2024-03-01,Business,Lusaka,6,2024-03-01,,200000
JUTEM-00675,1000174/00/1,Business Micro Loan,56000,25,2024-04-01,Business,Lusaka,6,2024-04-01,,56000
JUTEM-00676,1000174/00/1,Business Micro Loan,600000,19.0,2024-07-01,Business,Lusaka,6,2024-07-01,,600000
JUTEM-00677,1000174/00/1,Business Micro Loan,30000,17.0,2024-07-01,Business,Lusaka,6,2024-07-01,,30000
JUTEM-00678,1000174/00/1,Business Micro Loan,85000,17.0,2024-10-01,Business,Lusaka,6,2024-10-01,,85000
JUTEM-00679,1000174/00/1,Business Micro Loan,1000000,24.0,2024-12-01,Business,Lusaka,6,2024-12-01,,1000000
JUTEM-00680,1000175/00/1,Business Micro Loan,30000,5.0,2022-03-01,Business,Lusaka,6,2022-03-01,,30000
JUTEM-00681,1000175/00/1,Business Micro Loan,15000,5.0,2022-03-01,Business,Lusaka,6,2022-03-01,,15000
JUTEM-00682,1000175/00/1,Business Micro Loan,150000,3.33,2023-09-01,Business,Lusaka,6,2023-09-01,,150000
JUTEM-00683,1000175/00/1,Business Micro Loan,300000,6.33,2023-10-01,Business,Lusaka,6,2023-10-01,,300000
JUTEM-00684,1000175/00/1,Business Micro Loan,200000,21.0,2024-08-01,Business,Lusaka,6,2024-08-01,,200000
JUTEM-00685,1000175/00/1,Business Micro Loan,50000,17.0,2024-11-01,Business,Lusaka,6,2024-11-01,,50000
JUTEM-00686,1000175/00/1,Business Micro Loan,100000,17.0,2024-11-01,Business,Lusaka,6,2024-11-01,,100000
JUTEM-00687,1000175/00/1,Business Micro Loan,800000,30.0,2024-11-01,Business,Lusaka,6,2024-11-01,,800000
JUTEM-00688,1000175/00/1,Business Micro Loan,25000,17.0,2025-02-01,Business,Lusaka,6,2025-02-01,,25000
JUTEM-00689,1000175/00/1,Business Micro Loan,400000,15.0,2025-02-01,Business,Lusaka,6,2025-02-01,,400000
JUTEM-00690,1000175/00/1,Business Micro Loan,200000,17.0,2025-03-01,Business,Lusaka,6,2025-03-01,,200000
JUTEM-00691,1000175/00/1,Business Micro Loan,100000,17.0,2025-03-01,Business,Lusaka,6,2025-03-01,,100000
JUTEM-00692,1000175/00/1,Business Micro Loan,110000,7.0,2025-03-01,Business,Lusaka,6,2025-03-01,,110000
JUTEM-00693,1000175/00/1,Business Micro Loan,100000,5.0,2025-03-01,Business,Lusaka,6,2025-03-01,,100000
JUTEM-00694,1000175/00/1,Business Micro Loan,236000,17.0,2025-04-01,Business,Lusaka,6,2025-04-01,,236000
JUTEM-00695,1000175/00/1,Business Micro Loan,130000,1.0,2025-07-01,Business,Lusaka,6,2025-07-01,,130000
JUTEM-00696,1000176/00/1,Business Micro Loan,275000,13.0,2025-06-01,Business,Lusaka,6,2025-06-01,,275000
JUTEM-00697,1000176/00/1,Business Micro Loan,150000,17.0,2025-08-01,Business,Lusaka,6,2025-08-01,,150000
JUTEM-00698,1000176/00/1,Business Micro Loan,100000,25.0,2025-08-01,Business,Lusaka,6,2025-08-01,,100000
JUTEM-00699,1000176/00/1,Business Micro Loan,650000,18.62,2025-09-01,Business,Lusaka,6,2025-09-01,,650000
JUTEM-00700,1000176/00/1,Business Micro Loan,170000,5.0,2025-10-01,Business,Lusaka,6,2025-10-01,,170000
JUTEM-00701,1000176/00/1,Business Micro Loan,40000,16.0,2025-11-01,Business,Lusaka,6,2025-11-01,,40000
JUTEM-00702,1000176/00/1,Business Micro Loan,100000,1.0,2025-11-01,Business,Lusaka,6,2025-11-01,,100000
JUTEM-00703,1000176/00/1,Business Micro Loan,450000,15.0,2025-11-01,Business,Lusaka,6,2025-11-01,,450000
JUTEM-00704,1000176/00/1,Business Micro Loan,400000,16.0,2025-12-01,Business,Lusaka,5,2025-12-01,,200000
JUTEM-00705,1000176/00/1,Business Micro Loan,200000,16.0,2026-01-01,Business,Lusaka,6,2026-01-01,,200000
JUTEM-00706,1000176/00/1,Business Micro Loan,25000,16.0,2026-01-01,Business,Lusaka,6,2026-01-01,,25000
JUTEM-00707,1000176/00/1,Business Micro Loan,100000,16.0,2026-01-01,Business,Lusaka,5,2026-01-01,,100000
JUTEM-00708,1000176/00/1,Business Micro Loan,150000,16.0,2026-01-01,Business,Lusaka,5,2026-01-01,,150000
JUTEM-00709,1000176/00/1,Business Micro Loan,500000,16.0,2026-02-01,Business,Lusaka,6,2026-02-01,,500000
JUTEM-00710,1000176/00/1,Business Micro Loan,50000,16.0,2026-02-01,Business,Lusaka,6,2026-02-01,,50000
JUTEM-00711,1000176/00/1,Business Micro Loan,20000,16.0,2026-03-01,Business,Lusaka,6,2026-03-01,,20000
JUTEM-00712,1000177/00/1,Business Micro Loan,2000,25.0,2022-09-01,Business,Lusaka,6,2022-09-01,,2000
JUTEM-00713,1000177/00/1,Business Micro Loan,2200,25.0,2022-11-01,Business,Lusaka,6,2022-11-01,,2200
JUTEM-00714,1000178/00/1,Business Micro Loan,3000,20.0,2025-07-01,Business,Lusaka,6,2025-07-01,,3000
JUTEM-00715,1000178/00/1,Business Micro Loan,10000,30.0,2025-08-01,Business,Lusaka,5,2025-08-01,,2500
JUTEM-00716,1000179/00/1,Business Micro Loan,2000,20.0,2024-10-01,Business,Lusaka,6,2024-10-01,,2000
JUTEM-00717,1000179/00/1,Business Micro Loan,2500,20.0,2025-11-01,Business,Lusaka,6,2025-11-01,,2500
JUTEM-00718,1000179/00/1,Business Micro Loan,2200,20.0,2025-12-01,Business,Lusaka,6,2025-12-01,,2200
JUTEM-00719,1000179/00/1,Business Micro Loan,1640,20.0,2026-01-01,Business,Lusaka,6,2026-01-01,,1640
JUTEM-00720,1000179/00/1,Business Micro Loan,968,20.0,2026-02-01,Business,Lusaka,6,2026-02-01,,968
JUTEM-00721,1000179/00/1,Business Micro Loan,3500,20.0,2026-03-01,Business,Lusaka,5,2026-03-01,,3500
JUTEM-00722,1000180/00/1,Business Micro Loan,1000,25,2022-05-01,Business,Lusaka,6,2022-05-01,,1000
JUTEM-00723,1000181/00/1,Business Micro Loan,1000,25,2022-02-01,Business,Lusaka,6,2022-02-01,,1000
JUTEM-00724,1000182/00/1,Business Micro Loan,18000,27.0,2025-07-01,Business,Lusaka,6,2025-07-01,,18000
JUTEM-00725,1000183/00/1,Business Micro Loan,3000,20.0,2026-01-01,Business,Lusaka,6,2026-01-01,,3000
JUTEM-00726,1000183/00/1,Business Micro Loan,5000,20.0,2026-02-01,Business,Lusaka,6,2026-02-01,,5000
JUTEM-00727,1000183/00/1,Business Micro Loan,5500,19.0,2026-03-01,Business,Lusaka,5,2026-03-01,,5500
JUTEM-00728,1000184/00/1,Business Micro Loan,62000,18.0,2024-12-01,Business,Lusaka,6,2024-12-01,,62000
JUTEM-00729,1000184/00/1,Business Micro Loan,100400,5.0,2025-03-01,Business,Lusaka,6,2025-03-01,,100400
JUTEM-00730,1000184/00/1,Business Micro Loan,130000,19.0,2025-04-01,Business,Lusaka,6,2025-04-01,,130000
JUTEM-00731,1000184/00/1,Business Micro Loan,261700,10.0,2025-05-01,Business,Lusaka,5,2025-05-01,,261700
JUTEM-00732,1000185/00/1,Business Micro Loan,15000,42.0,2023-10-01,Business,Lusaka,6,2023-10-01,,5000
JUTEM-00733,1000185/00/1,Business Micro Loan,30000,42.0,2024-01-01,Business,Lusaka,6,2024-01-01,,5000
JUTEM-00734,1000185/00/1,Business Micro Loan,12000,43.0,2024-08-01,Business,Lusaka,5,2024-08-01,,4000
JUTEM-00735,1000186/00/1,Business Micro Loan,150000,20.0,2024-12-01,Business,Lusaka,6,2024-12-01,,150000
JUTEM-00736,1000187/00/1,Business Micro Loan,140000,7.0,2025-05-01,Business,Lusaka,6,2025-05-01,,140000
JUTEM-00737,1000187/00/1,Business Micro Loan,55000,22.5,2026-02-01,Business,Lusaka,5,2026-02-01,,55000
JUTEM-00738,1000188/00/1,Business Micro Loan,10000,21.0,2023-12-01,Business,Lusaka,6,2023-12-01,,10000
JUTEM-00739,1000188/00/1,Business Micro Loan,15000,21.0,2024-01-01,Business,Lusaka,6,2024-01-01,,15000
JUTEM-00740,1000188/00/1,Business Micro Loan,5000,23.0,2024-03-01,Business,Lusaka,6,2024-03-01,,5000
JUTEM-00741,1000188/00/1,Business Micro Loan,15000,23.0,2024-05-01,Business,Lusaka,6,2024-05-01,,15000
JUTEM-00742,1000188/00/1,Business Micro Loan,13450,23.0,2024-06-01,Business,Lusaka,6,2024-06-01,,13450
JUTEM-00743,1000189/00/1,Business Micro Loan,90000,20.0,2025-09-01,Business,Lusaka,6,2025-09-01,,90000
JUTEM-00744,1000189/00/1,Business Micro Loan,88000,19.0,2025-10-01,Business,Lusaka,6,2025-10-01,,88000
JUTEM-00745,1000189/00/1,Business Micro Loan,94720,10.0,2025-11-01,Business,Lusaka,6,2025-11-01,,94720
JUTEM-00746,1000189/00/1,Business Micro Loan,15555.56,35.0,2026-01-01,Business,Lusaka,6,2026-01-01,,7777.78
JUTEM-00747,1000189/00/1,Business Micro Loan,44444.44,35.0,2026-03-01,Business,Lusaka,5,2026-03-01,,44444.44
JUTEM-00748,1000190/00/1,Business Micro Loan,5000,25.0,2022-02-01,Business,Lusaka,6,2022-02-01,,5000
JUTEM-00749,1000191/00/1,Business Micro Loan,10000,25.0,2022-03-01,Business,Lusaka,6,2022-03-01,,5000
JUTEM-00750,1000191/00/1,Business Micro Loan,4000,28.5,2025-07-01,Business,Lusaka,6,2025-07-01,,4000
JUTEM-00751,1000191/00/1,Business Micro Loan,4000,28.5,2025-08-01,Business,Lusaka,6,2025-08-01,,4000
JUTEM-00752,1000191/00/1,Business Micro Loan,3400,20.0,2025-09-01,Business,Lusaka,6,2025-09-01,,3400
JUTEM-00753,1000192/00/1,Business Micro Loan,4000,11.0,2025-06-01,Business,Lusaka,6,2025-06-01,,4000
JUTEM-00754,1000193/00/1,Business Micro Loan,6000,22.0,2024-01-01,Business,Lusaka,6,2024-01-01,,6000
JUTEM-00755,1000194/00/1,Business Micro Loan,3000,25.0,2021-12-01,Business,Lusaka,6,2021-12-01,,3000
JUTEM-00756,1000194/00/1,Business Micro Loan,3000,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,3000
JUTEM-00757,1000194/00/1,Business Micro Loan,6000,25.0,2022-02-01,Business,Lusaka,6,2022-02-01,,3000
JUTEM-00758,1000194/00/1,Business Micro Loan,3000,25.0,2022-03-01,Business,Lusaka,6,2022-03-01,,3000
JUTEM-00759,1000194/00/1,Business Micro Loan,3000,25.0,2022-06-01,Business,Lusaka,6,2022-06-01,,3000
JUTEM-00760,1000194/00/1,Business Micro Loan,10000,25.0,2023-07-01,Business,Lusaka,6,2023-07-01,,2500
JUTEM-00761,1000194/00/1,Business Micro Loan,6000,25.0,2023-08-01,Business,Lusaka,6,2023-08-01,,3000
JUTEM-00762,1000194/00/1,Business Micro Loan,6000,25.0,2023-10-01,Business,Lusaka,6,2023-10-01,,3000
JUTEM-00763,1000194/00/1,Business Micro Loan,3000,22.0,2024-05-01,Business,Lusaka,6,2024-05-01,,3000
JUTEM-00764,1000194/00/1,Business Micro Loan,9000,22.0,2024-10-01,Business,Lusaka,6,2024-10-01,,3000
JUTEM-00765,1000195/00/1,Business Micro Loan,4666.66,42.0,2026-03-01,Business,Lusaka,5,2026-03-01,,2333.33
JUTEM-00766,1000196/00/1,Business Micro Loan,2333.33,42.0,2026-02-01,Business,Lusaka,6,2026-02-01,,2333.33
JUTEM-00767,1000197/00/1,Business Micro Loan,3000,22.0,2023-12-01,Business,Lusaka,6,2023-12-01,,3000
JUTEM-00768,1000198/00/1,Business Micro Loan,250000,21.0,2024-09-01,Business,Lusaka,6,2024-09-01,,250000
JUTEM-00769,1000198/00/1,Business Micro Loan,100000,21.0,2024-10-01,Business,Lusaka,6,2024-10-01,,100000
JUTEM-00770,1000199/00/1,Business Micro Loan,2000,25,2022-07-01,Business,Lusaka,6,2022-07-01,,2000
JUTEM-00771,1000200/00/1,Business Micro Loan,100000,21.0,2024-11-01,Business,Lusaka,6,2024-11-01,,100000
JUTEM-00772,1000200/00/1,Business Micro Loan,97400,20.0,2025-01-01,Business,Lusaka,6,2025-01-01,,97400
JUTEM-00773,1000200/00/1,Business Micro Loan,60000,10.0,2025-03-01,Business,Lusaka,6,2025-03-01,,60000
JUTEM-00774,1000200/00/1,Business Micro Loan,60000,10.0,2025-03-01,Business,Lusaka,6,2025-03-01,,60000
JUTEM-00775,1000200/00/1,Business Micro Loan,60000,15.0,2025-04-01,Business,Lusaka,6,2025-04-01,,60000
JUTEM-00776,1000200/00/1,Business Micro Loan,60000,15.0,2025-05-01,Business,Lusaka,6,2025-05-01,,60000
JUTEM-00777,1000200/00/1,Business Micro Loan,29000,15.0,2025-05-01,Business,Lusaka,6,2025-05-01,,29000
JUTEM-00778,1000200/00/1,Business Micro Loan,200000,28.0,2025-07-01,Business,Lusaka,6,2025-07-01,,200000
JUTEM-00779,1000200/00/1,Business Micro Loan,162000,17.0,2025-07-01,Business,Lusaka,6,2025-07-01,,162000
JUTEM-00780,1000200/00/1,Business Micro Loan,450000,14.0,2025-09-01,Business,Lusaka,6,2025-09-01,,150000
JUTEM-00781,1000200/00/1,Business Micro Loan,150000,20.0,2025-10-01,Business,Lusaka,6,2025-10-01,,150000
JUTEM-00782,1000200/00/1,Business Micro Loan,50000,12.0,2026-01-01,Business,Lusaka,6,2026-01-01,,50000
JUTEM-00783,1000200/00/1,Business Micro Loan,100000,17.0,2026-03-01,Business,Lusaka,5,2026-03-01,,100000
JUTEM-00784,1000201/00/1,Business Micro Loan,70000,17.2,2025-08-01,Business,Lusaka,6,2025-08-01,,70000
JUTEM-00785,1000202/00/1,Business Micro Loan,10000,30.0,2025-10-01,Business,Lusaka,6,2025-10-01,,10000
JUTEM-00786,1000202/00/1,Business Micro Loan,20000,30.0,2025-12-01,Business,Lusaka,6,2025-12-01,,20000
JUTEM-00787,1000202/00/1,Business Micro Loan,25000,18.0,2026-02-01,Business,Lusaka,6,2026-02-01,,25000
JUTEM-00788,1000202/00/1,Business Micro Loan,25000,30.0,2026-04-01,Business,Lusaka,5,2026-04-01,,25000
JUTEM-00789,1000203/00/1,Business Micro Loan,2200,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,2200
JUTEM-00790,1000204/00/1,Business Micro Loan,3500,25.0,2022-03-01,Business,Lusaka,6,2022-03-01,,3500
JUTEM-00791,1000203/00/1,Business Micro Loan,3500,25,2022-04-01,Business,Lusaka,6,2022-04-01,,3500
JUTEM-00792,1000205/00/1,Business Micro Loan,7000,20.0,2022-09-01,Business,Lusaka,6,2022-09-01,,7000
JUTEM-00793,1000205/00/1,Business Micro Loan,5400,25.0,2022-10-01,Business,Lusaka,6,2022-10-01,,5400
JUTEM-00794,1000206/00/1,Business Micro Loan,700,20.0,2021-07-01,Business,Lusaka,6,2021-07-01,,700
JUTEM-00795,1000207/00/1,Business Micro Loan,700,25.0,2021-11-01,Business,Lusaka,6,2021-11-01,,700
JUTEM-00796,1000207/00/1,Business Micro Loan,500,25.0,2021-12-01,Business,Lusaka,6,2021-12-01,,500
JUTEM-00797,1000208/00/1,Business Micro Loan,1000,15.0,2022-03-01,Business,Lusaka,6,2022-03-01,,1000
JUTEM-00798,1000209/00/1,Business Micro Loan,14148,20.0,2024-09-01,Business,Lusaka,6,2024-09-01,,14148
JUTEM-00799,1000209/00/1,Business Micro Loan,92172,19.91,2024-10-01,Business,Lusaka,6,2024-10-01,,92172
JUTEM-00800,1000210/00/1,Business Micro Loan,100000,20.0,2024-12-01,Business,Lusaka,6,2024-12-01,,100000
JUTEM-00801,1000210/00/1,Business Micro Loan,120000,20.0,2025-03-01,Business,Lusaka,6,2025-03-01,,120000
JUTEM-00802,1000210/00/1,Business Micro Loan,144000,15.0,2025-05-01,Business,Lusaka,5,2025-05-01,,144000
JUTEM-00803,1000211/00/1,Business Micro Loan,10000,20.0,2023-01-01,Business,Lusaka,6,2023-01-01,,10000
JUTEM-00804,1000212/00/1,Business Micro Loan,5000,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,5000
JUTEM-00805,1000212/00/1,Business Micro Loan,9000,18.0,2022-05-01,Business,Lusaka,6,2022-05-01,,4500
JUTEM-00806,1000212/00/1,Business Micro Loan,2500,25.0,2022-08-01,Business,Lusaka,6,2022-08-01,,2500
JUTEM-00807,1000212/00/1,Business Micro Loan,3500,25.0,2022-10-01,Business,Lusaka,6,2022-10-01,,3500
JUTEM-00808,1000212/00/1,Business Micro Loan,2000,20.0,2023-06-01,Business,Lusaka,6,2023-06-01,,2000
