loan_reference,borrower_nrc,loan_product_name,amount,custom_interest_rate,application_date,loan_purpose,branch_name,loan_status,approval_date,amount_type,monthly_amount
JUTEM-00809,1000212/00/1,Business Micro Loan,4500,25.0,2023-08-01,Business,Lusaka,6,2023-08-01,,4500
JUTEM-00810,1000212/00/1,Business Micro Loan,4000,15.0,2023-11-01,Business,Lusaka,6,2023-11-01,,4000
JUTEM-00811,1000212/00/1,Business Micro Loan,3500,18.0,2023-11-01,Business,Lusaka,6,2023-11-01,,3500
JUTEM-00812,1000212/00/1,Business Micro Loan,5000,15.0,2024-04-01,Business,Lusaka,6,2024-04-01,,5000
JUTEM-00813,1000212/00/1,Business Micro Loan,5000,20.0,2024-06-01,Business,Lusaka,6,2024-06-01,,5000
JUTEM-00814,1000213/00/1,Business Micro Loan,2500,25.0,2022-06-01,Business,Lusaka,6,2022-06-01,,2500
JUTEM-00815,1000214/00/1,Business Micro Loan,4500,15.0,2023-10-01,Business,Lusaka,6,2023-10-01,,4500
JUTEM-00816,1000215/00/1,Business Micro Loan,2450,24.98,2022-02-01,Business,Lusaka,6,2022-02-01,,2450
JUTEM-00817,1000215/00/1,Business Micro Loan,2000,25.0,2022-04-01,Business,Lusaka,6,2022-04-01,,2000
JUTEM-00818,1000215/00/1,Business Micro Loan,1500,16.67,2022-04-01,Business,Lusaka,6,2022-04-01,,1500
JUTEM-00819,1000215/00/1,Business Micro Loan,3000,19.0,2022-07-01,Business,Lusaka,6,2022-07-01,,3000
JUTEM-00820,1000215/00/1,Business Micro Loan,7000,25.0,2022-12-01,Business,Lusaka,6,2022-12-01,,3500
JUTEM-00821,1000215/00/1,Business Micro Loan,4000,25.0,2023-04-01,Business,Lusaka,6,2023-04-01,,4000
JUTEM-00822,1000215/00/1,Business Micro Loan,3500,20.0,2023-09-01,Business,Lusaka,6,2023-09-01,,3500
JUTEM-00823,1000215/00/1,Business Micro Loan,10000,10.0,2024-01-01,Business,Lusaka,6,2024-01-01,,5000
JUTEM-00824,1000215/00/1,Business Micro Loan,5000,12.0,2024-07-01,Business,Lusaka,6,2024-07-01,,5000
JUTEM-00825,1000215/00/1,Business Micro Loan,10000,16.0,2024-08-01,Business,Lusaka,6,2024-08-01,,10000
JUTEM-00826,1000215/00/1,Business Micro Loan,5000,22.0,2024-09-01,Business,Lusaka,6,2024-09-01,,5000
JUTEM-00827,1000215/00/1,Business Micro Loan,5000,15.0,2024-10-01,Business,Lusaka,6,2024-10-01,,5000
JUTEM-00828,1000215/00/1,Business Micro Loan,3500,12.86,2024-11-01,Business,Lusaka,6,2024-11-01,,3500
JUTEM-00829,1000215/00/1,Business Micro Loan,7000,9.29,2025-01-01,Business,Lusaka,6,2025-01-01,,7000
JUTEM-00830,1000215/00/1,Business Micro Loan,10000,8.0,2025-02-01,Business,Lusaka,6,2025-02-01,,5000
JUTEM-00831,1000215/00/1,Business Micro Loan,6500,9.0,2025-03-01,Business,Lusaka,6,2025-03-01,,6500
JUTEM-00832,1000215/00/1,Business Micro Loan,5000,10.0,2025-04-01,Business,Lusaka,6,2025-04-01,,5000
JUTEM-00833,1000215/00/1,Business Micro Loan,13000,15.0,2025-06-01,Business,Lusaka,6,2025-06-01,,13000
JUTEM-00834,1000215/00/1,Business Micro Loan,6000,15.0,2025-07-01,Business,Lusaka,6,2025-07-01,,6000
JUTEM-00835,1000216/00/1,Business Micro Loan,15000,16.0,2025-08-01,Business,Lusaka,6,2025-08-01,,15000
JUTEM-00836,1000216/00/1,Business Micro Loan,5000,10.0,2025-08-01,Business,Lusaka,6,2025-08-01,,5000
JUTEM-00837,1000216/00/1,Business Micro Loan,17000,15.0,2025-10-01,Business,Lusaka,6,2025-10-01,,17000
JUTEM-00838,1000216/00/1,Business Micro Loan,40000,15.0,2025-10-01,Business,Lusaka,6,2025-10-01,,40000
JUTEM-00839,1000216/00/1,Business Micro Loan,5000,10.0,2025-11-01,Business,Lusaka,6,2025-11-01,,5000
JUTEM-00840,1000216/00/1,Business Micro Loan,10000,20.0,2025-12-01,Business,Lusaka,6,2025-12-01,,10000
JUTEM-00841,1000216/00/1,Business Micro Loan,7000,19.0,2026-01-01,Business,Lusaka,6,2026-01-01,,7000
JUTEM-00842,1000217/00/1,Business Micro Loan,7000,10.0,2026-03-01,Business,Lusaka,5,2026-03-01,,7000
JUTEM-00843,1000218/00/1,Business Micro Loan,2500,25.0,2022-02-01,Business,Lusaka,6,2022-02-01,,2500
JUTEM-00844,1000218/00/1,Business Micro Loan,2500,25.0,2022-03-01,Business,Lusaka,6,2022-03-01,,2500
JUTEM-00845,1000219/00/1,Business Micro Loan,50000,20.0,2025-06-01,Business,Lusaka,6,2025-06-01,,50000
JUTEM-00846,1000220/00/1,Business Micro Loan,25000,25.0,2022-06-01,Business,Lusaka,6,2022-06-01,,25000
JUTEM-00847,1000220/00/1,Business Micro Loan,5000,25.0,2022-07-01,Business,Lusaka,6,2022-07-01,,5000
JUTEM-00848,1000220/00/1,Business Micro Loan,8000,25.0,2022-10-01,Business,Lusaka,6,2022-10-01,,4000
JUTEM-00849,1000220/00/1,Business Micro Loan,40000,19.0,2023-12-01,Business,Lusaka,6,2023-12-01,,40000
JUTEM-00850,1000220/00/1,Business Micro Loan,40000,21.0,2024-03-01,Business,Lusaka,6,2024-03-01,,40000
JUTEM-00851,1000220/00/1,Business Micro Loan,40000,21.0,2024-05-01,Business,Lusaka,6,2024-05-01,,40000
JUTEM-00852,1000221/00/1,Business Micro Loan,10000,20.0,2024-11-01,Business,Lusaka,6,2024-11-01,,10000
JUTEM-00853,1000221/00/1,Business Micro Loan,65000,20.0,2025-01-01,Business,Lusaka,6,2025-01-01,,65000
JUTEM-00854,1000221/00/1,Business Micro Loan,10000,15.0,2025-08-01,Business,Lusaka,6,2025-08-01,,10000
JUTEM-00855,1000222/00/1,Business Micro Loan,10000,20.0,2025-08-01,Business,Lusaka,6,2025-08-01,,10000
JUTEM-00856,1000222/00/1,Business Micro Loan,30000,20.0,2025-08-01,Business,Lusaka,6,2025-08-01,,15000
JUTEM-00857,1000222/00/1,Business Micro Loan,15700,18.0,2025-10-01,Business,Lusaka,5,2025-10-01,,15700
JUTEM-00858,1000223/00/1,Business Micro Loan,4000,25.0,2023-07-01,Business,Lusaka,6,2023-07-01,,4000
JUTEM-00859,1000223/00/1,Business Micro Loan,7500,28.0,2023-08-01,Business,Lusaka,6,2023-08-01,,7500
JUTEM-00860,1000223/00/1,Business Micro Loan,4000,20.0,2023-11-01,Business,Lusaka,6,2023-11-01,,4000
JUTEM-00861,1000223/00/1,Business Micro Loan,3000,20.0,2024-01-01,Business,Lusaka,6,2024-01-01,,3000
JUTEM-00862,1000223/00/1,Business Micro Loan,5000,35.0,2024-02-01,Business,Lusaka,6,2024-02-01,,2500
JUTEM-00863,1000224/00/1,Business Micro Loan,6000,35.0,2022-05-01,Business,Lusaka,6,2022-05-01,,6000
JUTEM-00864,1000224/00/1,Business Micro Loan,7500,28.0,2023-09-01,Business,Lusaka,6,2023-09-01,,7500
JUTEM-00865,1000225/00/1,Business Micro Loan,15000,17.0,2025-04-01,Business,Lusaka,6,2025-04-01,,15000
JUTEM-00866,1000225/00/1,Business Micro Loan,15500,20.0,2025-05-01,Business,Lusaka,6,2025-05-01,,15500
JUTEM-00867,1000225/00/1,Business Micro Loan,5000,17.0,2025-05-01,Business,Lusaka,6,2025-05-01,,5000
JUTEM-00868,1000225/00/1,Business Micro Loan,20000,34.5,2025-06-01,Business,Lusaka,6,2025-06-01,,20000
JUTEM-00869,1000225/00/1,Business Micro Loan,24000,20.0,2025-08-01,Business,Lusaka,6,2025-08-01,,24000
JUTEM-00870,1000225/00/1,Business Micro Loan,21760,15.0,2025-09-01,Business,Lusaka,6,2025-09-01,,21760
JUTEM-00871,1000225/00/1,Business Micro Loan,19524,15.0,2025-10-01,Business,Lusaka,6,2025-10-01,,19524
JUTEM-00872,1000225/00/1,Business Micro Loan,19453,15.0,2025-11-01,Business,Lusaka,6,2025-11-01,,19453
JUTEM-00873,1000226/00/1,Business Micro Loan,20371,17.0,2025-12-01,Business,Lusaka,6,2025-12-01,,20371
JUTEM-00874,1000226/00/1,Business Micro Loan,21834,15.0,2026-01-01,Business,Lusaka,6,2026-01-01,,21834
JUTEM-00875,1000226/00/1,Business Micro Loan,22109,11.5,2026-02-01,Business,Lusaka,5,2026-02-01,,22109
JUTEM-00876,1000227/00/1,Business Micro Loan,10500,19.0,2023-09-01,Business,Lusaka,6,2023-09-01,,3500
JUTEM-00877,1000227/00/1,Business Micro Loan,2500,20.0,2023-12-01,Business,Lusaka,6,2023-12-01,,2500
JUTEM-00878,1000227/00/1,Business Micro Loan,8000.01,44.98,2024-01-01,Business,Lusaka,6,2024-01-01,,2666.67
JUTEM-00879,1000227/00/1,Business Micro Loan,20000,21.0,2024-05-01,Business,Lusaka,6,2024-05-01,,5000
JUTEM-00880,1000227/00/1,Business Micro Loan,19999.98,40.0,2024-07-01,Business,Lusaka,6,2024-07-01,,3333.33
JUTEM-00881,1000227/00/1,Business Micro Loan,2500,21.0,2024-10-01,Business,Lusaka,6,2024-10-01,,2500
JUTEM-00882,1000227/00/1,Business Micro Loan,4500,20.0,2025-08-01,Business,Lusaka,6,2025-08-01,,4500
JUTEM-00883,1000228/00/1,Business Micro Loan,2500,21.0,2025-03-01,Business,Lusaka,6,2025-03-01,,2500
JUTEM-00884,1000229/00/1,Business Micro Loan,2500,21.0,2025-05-01,Business,Lusaka,6,2025-05-01,,2500
JUTEM-00885,1000229/00/1,Business Micro Loan,7000,30.0,2025-09-01,Business,Lusaka,6,2025-09-01,,3500
JUTEM-00886,1000229/00/1,Business Micro Loan,3000,20.0,2025-11-01,Business,Lusaka,6,2025-11-01,,3000
JUTEM-00887,1000229/00/1,Business Micro Loan,5000,30.0,2025-12-01,Business,Lusaka,6,2025-12-01,,2500
JUTEM-00888,1000230/00/1,Business Micro Loan,50000,16.0,2023-12-01,Business,Lusaka,6,2023-12-01,,50000
JUTEM-00889,1000230/00/1,Business Micro Loan,43000,16.5,2024-02-01,Business,Lusaka,6,2024-02-01,,43000
JUTEM-00890,1000230/00/1,Business Micro Loan,170000,22.0,2024-02-01,Business,Lusaka,6,2024-02-01,,170000
JUTEM-00891,1000230/00/1,Business Micro Loan,15000,21.0,2024-08-01,Business,Lusaka,6,2024-08-01,,15000
JUTEM-00892,1000231/00/1,Business Micro Loan,7100,15.0,2024-10-01,Business,Lusaka,6,2024-10-01,,7100
JUTEM-00893,1000232/00/1,Business Micro Loan,2500,25.0,2022-02-01,Business,Lusaka,6,2022-02-01,,2500
JUTEM-00894,1000233/00/1,Business Micro Loan,5000,20.0,2024-07-01,Business,Lusaka,6,2024-07-01,,5000
JUTEM-00895,1000234/00/1,Business Micro Loan,375200,35.0,2026-02-01,Business,Lusaka,6,2026-02-01,,375200
JUTEM-00896,1000234/00/1,Business Micro Loan,134000,45.0,2026-03-01,Business,Lusaka,5,2026-03-01,,134000
JUTEM-00897,1000235/00/1,Business Micro Loan,27000,23.0,2024-11-01,Business,Lusaka,6,2024-11-01,,27000
JUTEM-00898,1000236/00/1,Business Micro Loan,23200,20.0,2024-12-01,Business,Lusaka,6,2024-12-01,,23200
JUTEM-00899,1000237/00/1,Business Micro Loan,3000,25.0,2024-09-01,Business,Lusaka,6,2024-09-01,,3000
JUTEM-00900,1000237/00/1,Business Micro Loan,7500,25.0,2024-10-01,Business,Lusaka,6,2024-10-01,,2500
JUTEM-00901,1000238/00/1,Business Micro Loan,5000,22.0,2025-02-01,Business,Lusaka,6,2025-02-01,,2500
JUTEM-00902,1000238/00/1,Business Micro Loan,24000,14.0,2025-08-01,Business,Lusaka,5,2025-08-01,,3000
JUTEM-00903,1000239/00/1,Business Micro Loan,10000,19.0,2025-05-01,Business,Lusaka,6,2025-05-01,,5000
JUTEM-00904,1000240/00/1,Business Micro Loan,14000,28.0,2026-03-01,Business,Lusaka,5,2026-03-01,,14000
JUTEM-00905,1000240/00/1,Business Micro Loan,9000,18.0,2026-03-01,Business,Lusaka,5,2026-03-01,,9000
JUTEM-00906,1000241/00/1,Business Micro Loan,6330,19.0,2025-10-01,Business,Lusaka,6,2025-10-01,,6330
JUTEM-00907,1000241/00/1,Business Micro Loan,14000,19.0,2025-11-01,Business,Lusaka,6,2025-11-01,,7000
JUTEM-00908,1000241/00/1,Business Micro Loan,15000,19.0,2025-12-01,Business,Lusaka,6,2025-12-01,,15000
JUTEM-00909,1000241/00/1,Business Micro Loan,8000,18.0,2026-01-01,Business,Lusaka,6,2026-01-01,,8000
JUTEM-00910,1000241/00/1,Business Micro Loan,20000,19.0,2026-01-01,Business,Lusaka,6,2026-01-01,,20000
JUTEM-00911,1000241/00/1,Business Micro Loan,9000,19.0,2026-02-01,Business,Lusaka,6,2026-02-01,,9000
JUTEM-00912,1000242/00/1,Business Micro Loan,5000,15.0,2023-09-01,Business,Lusaka,6,2023-09-01,,5000
JUTEM-00913,1000242/00/1,Business Micro Loan,5000,15.0,2023-10-01,Business,Lusaka,6,2023-10-01,,5000
JUTEM-00914,1000242/00/1,Business Micro Loan,50000,30.0,2023-11-01,Business,Lusaka,6,2023-11-01,,25000
JUTEM-00915,1000242/00/1,Business Micro Loan,4000,22.0,2023-11-01,Business,Lusaka,6,2023-11-01,,4000
JUTEM-00916,1000242/00/1,Business Micro Loan,45000,21.0,2023-12-01,Business,Lusaka,6,2023-12-01,,45000
JUTEM-00917,1000242/00/1,Business Micro Loan,34450,20.0,2024-01-01,Business,Lusaka,6,2024-01-01,,34450
JUTEM-00918,1000242/00/1,Business Micro Loan,30000,20.0,2024-01-01,Business,Lusaka,6,2024-01-01,,30000
JUTEM-00919,1000242/00/1,Business Micro Loan,21340,20.0,2024-02-01,Business,Lusaka,6,2024-02-01,,21340
JUTEM-00920,1000242/00/1,Business Micro Loan,16000,20.0,2024-02-01,Business,Lusaka,6,2024-02-01,,16000
JUTEM-00921,1000242/00/1,Business Micro Loan,10000,20.0,2024-03-01,Business,Lusaka,6,2024-03-01,,10000
JUTEM-00922,1000242/00/1,Business Micro Loan,13000,20.0,2024-03-01,Business,Lusaka,6,2024-03-01,,13000
JUTEM-00923,1000242/00/1,Business Micro Loan,16100,15.0,2024-04-01,Business,Lusaka,6,2024-04-01,,16100
JUTEM-00924,1000242/00/1,Business Micro Loan,18515,15.0,2024-05-01,Business,Lusaka,6,2024-05-01,,18515
JUTEM-00925,1000242/00/1,Business Micro Loan,15292,14.99,2024-06-01,Business,Lusaka,6,2024-06-01,,15292
JUTEM-00926,1000243/00/1,Business Micro Loan,7500,10.0,2024-07-01,Business,Lusaka,6,2024-07-01,,7500
JUTEM-00927,1000244/00/1,Business Micro Loan,1500,25.0,2021-08-01,Business,Lusaka,6,2021-08-01,,1500
JUTEM-00928,1000245/00/1,Business Micro Loan,1200000,18.0,2024-09-01,Business,Lusaka,6,2024-09-01,,1200000
JUTEM-00929,1000245/00/1,Business Micro Loan,180000,8.89,2024-10-01,Business,Lusaka,6,2024-10-01,,180000
JUTEM-00930,1000245/00/1,Business Micro Loan,35000,10.0,2024-11-01,Business,Lusaka,6,2024-11-01,,35000
JUTEM-00931,1000245/00/1,Business Micro Loan,15000,10.0,2024-11-01,Business,Lusaka,6,2024-11-01,,5000
JUTEM-00932,1000245/00/1,Business Micro Loan,75000,10.0,2024-11-01,Business,Lusaka,6,2024-11-01,,75000
JUTEM-00933,1000245/00/1,Business Micro Loan,500000,20.0,2025-02-01,Business,Lusaka,6,2025-02-01,,500000
JUTEM-00934,1000245/00/1,Business Micro Loan,200000,21.0,2025-03-01,Business,Lusaka,6,2025-03-01,,200000
JUTEM-00935,1000245/00/1,Business Micro Loan,5000,10.0,2025-07-01,Business,Lusaka,6,2025-07-01,,5000
JUTEM-00936,1000245/00/1,Business Micro Loan,6000,17.0,2025-10-01,Business,Lusaka,6,2025-10-01,,6000
JUTEM-00937,1000245/00/1,Business Micro Loan,15000,7.0,2025-12-01,Business,Lusaka,6,2025-12-01,,15000
JUTEM-00938,1000245/00/1,Business Micro Loan,5000,7.0,2026-02-01,Business,Lusaka,6,2026-02-01,,5000
JUTEM-00939,1000245/00/1,Business Micro Loan,10000,7.0,2026-03-01,Business,Lusaka,5,2026-03-01,,10000
JUTEM-00940,1000246/00/1,Business Micro Loan,2000,25.0,2021-10-01,Business,Lusaka,6,2021-10-01,,2000
JUTEM-00941,1000247/00/1,Business Micro Loan,2000,25.0,2021-11-01,Business,Lusaka,6,2021-11-01,,2000
JUTEM-00942,1000248/00/1,Business Micro Loan,15000,25.0,2022-05-01,Business,Lusaka,6,2022-05-01,,15000
JUTEM-00943,1000249/00/1,Business Micro Loan,10000,18.0,2025-09-01,Business,Lusaka,6,2025-09-01,,5000
JUTEM-00944,1000249/00/1,Business Micro Loan,2000,12.0,2025-10-01,Business,Lusaka,6,2025-10-01,,2000
JUTEM-00945,1000249/00/1,Business Micro Loan,6000,18.0,2025-11-01,Business,Lusaka,6,2025-11-01,,6000
JUTEM-00946,1000249/00/1,Business Micro Loan,8000,18.0,2025-12-01,Business,Lusaka,6,2025-12-01,,8000
JUTEM-00947,1000249/00/1,Business Micro Loan,11000,18.0,2026-02-01,Business,Lusaka,6,2026-02-01,,11000
JUTEM-00948,1000250/00/1,Business Micro Loan,3000,20.0,2023-11-01,Business,Lusaka,6,2023-11-01,,3000
JUTEM-00949,1000250/00/1,Business Micro Loan,2500,60.0,2023-12-01,Business,Lusaka,5,2023-12-01,,1250
JUTEM-00950,1000251/00/1,Business Micro Loan,1250,60.0,2024-02-01,Business,Lusaka,6,2024-02-01,,1250
JUTEM-00951,1000251/00/1,Business Micro Loan,6250,60.0,2024-03-01,Business,Lusaka,6,2024-03-01,,6250
JUTEM-00952,1000252/00/1,Business Micro Loan,150000,1.5,2022-06-01,Business,Lusaka,6,2022-06-01,,150000
JUTEM-00953,1000252/00/1,Business Micro Loan,65000,3.0,2022-08-01,Business,Lusaka,6,2022-08-01,,65000
JUTEM-00954,1000252/00/1,Business Micro Loan,40000,2.12,2023-11-01,Business,Lusaka,6,2023-11-01,,40000
JUTEM-00955,1000252/00/1,Business Micro Loan,140000,0.7,2023-12-01,Business,Lusaka,6,2023-12-01,,140000
JUTEM-00956,1000252/00/1,Business Micro Loan,10000,10.0,2024-04-01,Business,Lusaka,6,2024-04-01,,10000
JUTEM-00957,1000253/00/1,Business Micro Loan,3000,15.0,2024-12-01,Business,Lusaka,6,2024-12-01,,3000
JUTEM-00958,1000253/00/1,Business Micro Loan,5000,10.0,2025-01-01,Business,Lusaka,6,2025-01-01,,2500
JUTEM-00959,1000253/00/1,Business Micro Loan,2500,15.0,2025-06-01,Business,Lusaka,6,2025-06-01,,2500
JUTEM-00960,1000254/00/1,Business Micro Loan,10000,25.0,2022-04-01,Business,Lusaka,6,2022-04-01,,10000
JUTEM-00961,1000254/00/1,Business Micro Loan,36000,25.0,2022-05-01,Business,Lusaka,6,2022-05-01,,9000
JUTEM-00962,1000254/00/1,Business Micro Loan,8000,25.0,2022-08-01,Business,Lusaka,6,2022-08-01,,8000
JUTEM-00963,1000254/00/1,Business Micro Loan,8000,25.0,2022-09-01,Business,Lusaka,6,2022-09-01,,8000
JUTEM-00964,1000254/00/1,Business Micro Loan,10000,25.0,2022-10-01,Business,Lusaka,6,2022-10-01,,10000
JUTEM-00965,1000254/00/1,Business Micro Loan,10000,25.0,2023-01-01,Business,Lusaka,6,2023-01-01,,10000
JUTEM-00966,1000254/00/1,Business Micro Loan,8000,25.0,2023-02-01,Business,Lusaka,6,2023-02-01,,8000
JUTEM-00967,1000254/00/1,Business Micro Loan,8000,25.0,2023-03-01,Business,Lusaka,6,2023-03-01,,8000
JUTEM-00968,1000255/00/1,Business Micro Loan,10000,25.0,2023-04-01,Business,Lusaka,6,2023-04-01,,10000
JUTEM-00969,1000255/00/1,Business Micro Loan,8250,25.0,2023-07-01,Business,Lusaka,6,2023-07-01,,8250
JUTEM-00970,1000256/00/1,Business Micro Loan,38250,13.2,2023-07-01,Business,Lusaka,6,2023-07-01,,38250
JUTEM-00971,1000254/00/1,Business Micro Loan,23300,15.0,2023-08-01,Business,Lusaka,6,2023-08-01,,23300
JUTEM-00972,1000254/00/1,Business Micro Loan,17000,7.06,2023-09-01,Business,Lusaka,6,2023-09-01,,17000
JUTEM-00973,1000254/00/1,Business Micro Loan,10500,19.0,2023-10-01,Business,Lusaka,6,2023-10-01,,10500
JUTEM-00974,1000254/00/1,Business Micro Loan,15000,15.0,2023-11-01,Business,Lusaka,6,2023-11-01,,15000
JUTEM-00975,1000254/00/1,Business Micro Loan,7500,7.0,2023-11-01,Business,Lusaka,6,2023-11-01,,7500
JUTEM-00976,1000254/00/1,Business Micro Loan,35000,21.0,2023-12-01,Business,Lusaka,6,2023-12-01,,35000
JUTEM-00977,1000254/00/1,Business Micro Loan,10000,20.0,2024-04-01,Business,Lusaka,6,2024-04-01,,10000
JUTEM-00978,1000254/00/1,Business Micro Loan,20000.01,35.0,2025-07-01,Business,Lusaka,6,2025-07-01,,6666.67
JUTEM-00979,1000257/00/1,Business Micro Loan,8000,32.0,2025-05-01,Business,Lusaka,6,2025-05-01,,4000
JUTEM-00980,1000257/00/1,Business Micro Loan,15000,17.0,2025-08-01,Business,Lusaka,6,2025-08-01,,15000
JUTEM-00981,1000257/00/1,Business Micro Loan,15550,18.0,2025-10-01,Business,Lusaka,6,2025-10-01,,15550
JUTEM-00982,1000257/00/1,Business Micro Loan,11340,22.5,2025-11-01,Business,Lusaka,6,2025-11-01,,11340
JUTEM-00983,1000258/00/1,Business Micro Loan,10000,25.0,2022-07-01,Business,Lusaka,6,2022-07-01,,10000
JUTEM-00984,1000259/00/1,Business Micro Loan,5000,15.0,2022-04-01,Business,Lusaka,6,2022-04-01,,5000
JUTEM-00985,1000260/00/1,Business Micro Loan,50000,14.0,2025-08-01,Business,Lusaka,6,2025-08-01,,50000
JUTEM-00986,1000260/00/1,Business Micro Loan,60000,12.67,2025-09-01,Business,Lusaka,6,2025-09-01,,60000
JUTEM-00987,1000260/00/1,Business Micro Loan,40000,15.0,2025-10-01,Business,Lusaka,6,2025-10-01,,40000
JUTEM-00988,1000261/00/1,Business Micro Loan,16000,20.0,2023-03-01,Business,Lusaka,6,2023-03-01,,16000
JUTEM-00989,1000262/00/1,Business Micro Loan,10000,20.0,2022-08-01,Business,Lusaka,6,2022-08-01,,10000
JUTEM-00990,1000262/00/1,Business Micro Loan,16000,20.0,2023-04-01,Business,Lusaka,6,2023-04-01,,16000
JUTEM-00991,1000263/00/1,Business Micro Loan,10000,11.0,2025-07-01,Business,Lusaka,6,2025-07-01,,5000
JUTEM-00992,1000264/00/1,Business Micro Loan,9000,15.0,2024-12-01,Business,Lusaka,6,2024-12-01,,3000
JUTEM-00993,1000264/00/1,Business Micro Loan,3600,15.0,2025-03-01,Business,Lusaka,6,2025-03-01,,3600
JUTEM-00994,1000264/00/1,Business Micro Loan,2140,20.0,2025-04-01,Business,Lusaka,6,2025-04-01,,2140
JUTEM-00995,1000265/00/1,Business Micro Loan,25000,20.0,2022-04-01,Business,Lusaka,6,2022-04-01,,25000
JUTEM-00996,1000265/00/1,Business Micro Loan,100000,25.0,2022-04-01,Business,Lusaka,6,2022-04-01,,100000
JUTEM-00997,1000266/00/1,Business Micro Loan,21800,40.0,2021-09-01,Business,Lusaka,6,2021-09-01,,21800
JUTEM-00998,1000266/00/1,Business Micro Loan,6000,8.33,2022-01-01,Business,Lusaka,6,2022-01-01,,6000
JUTEM-00999,1000266/00/1,Business Micro Loan,6000,33.33,2022-02-01,Business,Lusaka,6,2022-02-01,,6000
JUTEM-01000,1000266/00/1,Business Micro Loan,20000,12.5,2022-03-01,Business,Lusaka,6,2022-03-01,,20000
JUTEM-01001,1000266/00/1,Business Micro Loan,10000,20.0,2022-04-01,Business,Lusaka,6,2022-04-01,,5000
JUTEM-01002,1000266/00/1,Business Micro Loan,2000,15.0,2022-04-01,Business,Lusaka,6,2022-04-01,,2000
JUTEM-01003,1000266/00/1,Business Micro Loan,50000,20.0,2022-06-01,Business,Lusaka,6,2022-06-01,,50000
JUTEM-01004,1000266/00/1,Business Micro Loan,70000,57.14,2022-07-01,Business,Lusaka,6,2022-07-01,,70000
JUTEM-01005,1000266/00/1,Business Micro Loan,150000,33.33,2022-07-01,Business,Lusaka,6,2022-07-01,,150000
JUTEM-01006,1000267/00/1,Business Micro Loan,190000,20.0,2022-10-01,Business,Lusaka,6,2022-10-01,,190000
JUTEM-01007,1000268/00/1,Business Micro Loan,3500,25.0,2022-03-01,Business,Lusaka,6,2022-03-01,,3500
JUTEM-01008,1000269/00/1,Business Micro Loan,3500,25.0,2022-04-01,Business,Lusaka,6,2022-04-01,,3500
JUTEM-01009,1000270/00/1,Business Micro Loan,3000,25.0,2021-10-01,Business,Lusaka,6,2021-10-01,,3000
JUTEM-01010,1000270/00/1,Business Micro Loan,4000,25.0,2022-02-01,Business,Lusaka,6,2022-02-01,,4000
JUTEM-01011,1000270/00/1,Business Micro Loan,4000,25.0,2022-06-01,Business,Lusaka,6,2022-06-01,,4000
JUTEM-01012,1000270/00/1,Business Micro Loan,6000,25.0,2023-02-01,Business,Lusaka,6,2023-02-01,,6000
JUTEM-01013,1000270/00/1,Business Micro Loan,3000,17.0,2023-06-01,Business,Lusaka,6,2023-06-01,,3000
JUTEM-01014,1000270/00/1,Business Micro Loan,3000,17.0,2023-08-01,Business,Lusaka,6,2023-08-01,,3000
JUTEM-01015,1000270/00/1,Business Micro Loan,7000,20.0,2023-09-01,Business,Lusaka,6,2023-09-01,,7000
JUTEM-01016,1000271/00/1,Business Micro Loan,12500,19.0,2023-10-01,Business,Lusaka,6,2023-10-01,,12500
JUTEM-01017,1000270/00/1,Business Micro Loan,30000,19.0,2023-11-01,Business,Lusaka,5,2023-11-01,,10000
JUTEM-01018,1000270/00/1,Business Micro Loan,11000,20.0,2024-06-01,Business,Lusaka,6,2024-06-01,,11000
